participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.role,participant.choice,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.demand_min,session.config.llm_user,session.config.demand_max,session.config.llm_temp,session.config.llm_reader,session.config.production_cost,session.config.production_cost_high,session.config.production_cost_low,session.config.room,session.config.llm_pass,session.config.https://ollama2.src-automating.src.surf-hosted.nl,session.config.https://ollama7.src-automating.src.surf-hosted.nl,session.config.baseline,session.config.https://ollama3.src-automating.src.surf-hosted.nl,session.config.delegation_cost_2,session.config.delegation_cost_1,session.config.market_price_low,session.config.market_price,session.config.participation_fee,session.config.https://ollama1.src-automating.src.surf-hosted.nl,session.config.timeout_experiment,session.config.https://ollama5.src-automating.src.surf-hosted.nl,session.config.force_retailer_first,session.config.class_a,session.config.force_supplier_first,session.config.https://ollama6.src-automating.src.surf-hosted.nl,session.config.class_c,session.config.real_world_currency_per_point,session.config.market_price_high,session.config.https://ollama4.src-automating.src.surf-hosted.nl,session.config.name,session.config.class_b,session.config.llm_model,session.first_mover_role,session.llm_hosts,intro.1.player.id_in_group,intro.1.player.role,intro.1.player.payoff,intro.1.player.comprehension_answer_a,intro.1.player.comprehension_answer_b,intro.1.player.comprehension_check,intro.1.player.comprehension_answer,intro.1.player.comprehension_attempts,intro.1.group.id_in_subsession,intro.1.group.retailer_choice,intro.1.group.supplier_choice,intro.1.subsession.round_number,experiment.1.player.id_in_group,experiment.1.player.role,experiment.1.player.payoff,experiment.1.player.other_id,experiment.1.player.is_active,experiment.1.player.price_proposed,experiment.1.player.price_accepted,experiment.1.player.quantity_proposed,experiment.1.player.quantity_accepted,experiment.1.player.profit,experiment.1.player.transaction_cost,experiment.1.player.base_cost,experiment.1.player.bonus_delegee,experiment.1.player.delegation_cost,experiment.1.player.company_profit,experiment.1.player.offers,experiment.1.player.chat_data,experiment.1.player.llm_interactions,experiment.1.player.bot_vars,experiment.1.player.time_start,experiment.1.player.time_end,experiment.1.group.id_in_subsession,experiment.1.group.retailer_choice,experiment.1.group.supplier_choice,experiment.1.group.market_price,experiment.1.group.production_cost,experiment.1.group.demand,experiment.1.group.optimal_offer,experiment.1.group.class_name,experiment.1.subsession.round_number
3,7sq4fpyc,,0,1,20,intro,Instructions,2026-01-26 09:44:19.849818,1,,,0.0,Retailer,,streekfz,,,,,1,0,otree,100,0.1,offer_reader_v3,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,0,1,1,1,1.0,12,1,1_C_Supplier_First_AI,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",3,Retailer,0.0,,,,"{""1"": [], ""2"": [], ""3"": [], ""4"": [], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,,,1,3,Retailer,0.0,-1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,[],[],,{},,,1,,,11,5,41,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
4,tgzaewwb,,0,1,20,intro,Instructions,2026-01-26 09:44:20.397807,1,,,0.0,Supplier,,streekfz,,,,,1,0,otree,100,0.1,offer_reader_v3,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,0,1,1,1,1.0,12,1,1_C_Supplier_First_AI,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",4,Supplier,0.0,,,,"{""1"": [], ""2"": [], ""3"": [], ""4"": [], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,,,1,4,Supplier,0.0,-1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,[],[],,{},,,1,,,11,5,41,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
1,qmzurwb0,,0,20,20,experiment,Results,2026-01-28 09:17:37.763999,1,,,1.17,Retailer Manager,AJ,j1xw5cbs,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,0,1,1,1,1.0,12,1,1_C_Supplier_First_AI,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",1,Retailer Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[35.0, 40.0], [70.0, 60.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 2, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,1,Retailer Manager,1.17,-1,0,,,,,46.8084,30.0,10.0,1.7716,40.0,46.8084,[],[],,{},,,1,AJ,AJ,11,5,43,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
2,cywddroc,,0,20,20,experiment,Results,2026-01-28 09:18:13.945647,1,,,1.68,Supplier Manager,AJ,j1xw5cbs,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,0,1,1,1,1.0,12,1,1_C_Supplier_First_AI,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",2,Supplier Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,2,Supplier Manager,1.68,-1,0,,,,,67.2316,30.0,10.0,2.1884,40.0,67.2316,[],[],,{},,,1,AJ,AJ,11,5,43,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
3,678t32ax,,0,20,20,experiment,Results,2026-01-28 09:18:45.546413,1,,,1.77,Retailer,,j1xw5cbs,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,0,1,1,1,1.0,12,1,1_C_Supplier_First_AI,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",3,Retailer,0.0,,,60.0,"{""1"": [40.0], ""2"": [-400.0, 50.0, 20.0], ""3"": [400.0], ""4"": [420.0], ""5"": [60.0]}","{""1"": 1, ""2"": 3, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,3,Retailer,1.77,-1,0,,8.94,,55,88.58,0.0,0.0,0.0,0.0,0.0,[],[],,{},,,1,AJ,AJ,11,5,43,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
4,ug0s6x5x,,0,20,20,experiment,Results,2026-01-28 09:19:19.073831,1,,,2.19,Supplier,,j1xw5cbs,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,0,1,1,1,1.0,12,1,1_C_Supplier_First_AI,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",4,Supplier,0.0,,,20.0,"{""1"": [320.0, 270.0, 30.0], ""2"": [30.0, -210.0, -320.0], ""3"": [0.0], ""4"": [70.0], ""5"": [20.0]}","{""1"": 3, ""2"": 3, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,4,Supplier,2.19,-1,0,,8.94,,55,109.42,0.0,0.0,0.0,0.0,0.0,[],[],,{},,,1,AJ,AJ,11,5,43,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
1,lm3t2qy6,,0,20,20,experiment,Results,2026-01-28 09:22:02.041272,1,,,2.99,Retailer Manager,AJ,rdsj5w4i,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,0,0,1,1,1,1.0,12,1,2_C_Supplier_First_Human,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",1,Retailer Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,1,Retailer Manager,2.99,-1,0,,,,,119.544,30.0,10.0,3.256,40.0,119.544,[],[],,{},,,1,AJ,AJ,11,5,44,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
2,u07bdhfy,,0,20,20,experiment,Results,2026-01-28 09:22:55.669643,1,,,0.74,Supplier Manager,AJ,rdsj5w4i,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,0,0,1,1,1,1.0,12,1,2_C_Supplier_First_Human,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",2,Supplier Manager,0.0,57.5,60.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 25.0], [57.5, 60.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 2, ""5"": 1}",1,AJ,AJ,1,2,Supplier Manager,0.74,-1,0,,,,,29.776,30.0,10.0,1.424,40.0,29.776,[],[],,{},,,1,AJ,AJ,11,5,44,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
3,7fayq17i,,0,20,20,experiment,Results,2026-01-28 09:23:19.029178,1,,,3.26,Retailer,,rdsj5w4i,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,0,0,1,1,1,1.0,12,1,2_C_Supplier_First_Human,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",3,Retailer,0.0,,,210.0,"{""1"": [30.0], ""2"": [50.0], ""3"": [250.0], ""4"": [210.0], ""5"": [210.0]}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,3,Retailer,3.26,4,1,,7.3,,50,162.8,0.0,0.0,0.0,0.0,0.0,"[{'idx': 4, 'price': 7.3, 'quantity': 50, 'stamp': 1769594104, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]","[{'nick': 'Retailer (Me)', 'body': 'I give 6€'}, {'nick': 'Supplier', 'body': 'w =9'}, {'nick': 'Supplier', 'body': '8?'}, {'nick': 'Retailer (Me)', 'body': 'hmm 7?'}, {'nick': 'Supplier', 'body': '7.50 then?'}, {'nick': 'Retailer (Me)', 'body': '7.25'}, {'nick': 'Supplier', 'body': '7.30'}, {'nick': 'Retailer (Me)', 'body': 'okay'}, {'nick': 'Retailer (Me)', 'body': 'with 50 q?'}, {'nick': 'Supplier', 'body': 'okay'}]",,{},2026-01-28 10:51:44,2026-01-28 10:55:14,1,AJ,AJ,11,5,44,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
4,2l2uqzwl,,0,20,20,experiment,Results,2026-01-28 09:23:32.858659,1,,,1.42,Supplier,,rdsj5w4i,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,0,0,1,1,1,1.0,12,1,2_C_Supplier_First_Human,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",4,Supplier,0.0,,,50.0,"{""1"": [0.0], ""2"": [-320.0], ""3"": [50.0], ""4"": [-70.0], ""5"": [50.0]}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,4,Supplier,1.42,3,1,7.3,7.3,50,50,71.2,0.0,0.0,0.0,0.0,0.0,"[{'idx': 4, 'price': 7.3, 'quantity': 50, 'stamp': 1769594104, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]","[{'nick': 'Retailer', 'body': 'I give 6€'}, {'nick': 'Supplier (Me)', 'body': 'w =9'}, {'nick': 'Supplier (Me)', 'body': '8?'}, {'nick': 'Retailer', 'body': 'hmm 7?'}, {'nick': 'Supplier (Me)', 'body': '7.50 then?'}, {'nick': 'Retailer', 'body': '7.25'}, {'nick': 'Supplier (Me)', 'body': '7.30'}, {'nick': 'Retailer', 'body': 'okay'}, {'nick': 'Retailer', 'body': 'with 50 q?'}, {'nick': 'Supplier (Me)', 'body': 'okay'}]",,{},2026-01-28 10:51:44,2026-01-28 10:55:14,1,AJ,AJ,11,5,44,"{'profit': 81.48, 'offer': [8.94, 55]}",class_c,1
1,pc5gq4w2,,0,20,20,experiment,Results,2026-01-28 10:03:19.455598,1,,,2.78,Retailer Manager,AJ,ppulvy2c,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,0,1.0,12,1,3_B_Retailer_First_AI,1,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",1,Retailer Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 50.0], [45.0, 60.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 2, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,1,Retailer Manager,2.78,-1,0,,,,,111.19,40.0,10.0,3.2896,50.0,111.19,[],[],,{},,,1,AJ,AJ,11,4,72,"{'profit': 110.87, 'offer': [8.43, 64]}",class_b,1
2,ss7phehj,,0,20,20,experiment,Results,2026-01-28 10:03:32.380512,1,,,5.7,Supplier Manager,AJ,ppulvy2c,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,0,1.0,12,1,3_B_Retailer_First_AI,1,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",2,Supplier Manager,0.0,42.5,40.0,,"{""1"": [[45.0, 60.0], [45.0, 60.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 2, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,2,Supplier Manager,5.7,-1,0,,,,,227.85,40.0,10.0,5.6704,50.0,227.85,[],[],,{},,,1,AJ,AJ,11,4,72,"{'profit': 110.87, 'offer': [8.43, 64]}",class_b,1
3,k8fojfs9,,0,20,20,experiment,Results,2026-01-28 10:03:44.336632,1,,,3.29,Retailer,,ppulvy2c,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,0,1.0,12,1,3_B_Retailer_First_AI,1,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",3,Retailer,0.0,,,30.0,"{""1"": [60.0], ""2"": [20.0], ""3"": [300.0], ""4"": [280.0], ""5"": [30.0]}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,3,Retailer,3.29,-1,0,,8.43,,64,164.48,0.0,0.0,0.0,0.0,0.0,[],[],,{},,,1,AJ,AJ,11,4,72,"{'profit': 110.87, 'offer': [8.43, 64]}",class_b,1
4,piudhh8j,,0,20,20,experiment,Results,2026-01-28 10:03:55.536514,1,,,5.67,Supplier,,ppulvy2c,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,0,1.0,12,1,3_B_Retailer_First_AI,1,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",4,Supplier,0.0,,,-10.0,"{""1"": [0.0, 40.0], ""2"": [-180.0], ""3"": [100.0], ""4"": [210.0], ""5"": [-10.0]}","{""1"": 2, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,4,Supplier,5.67,-1,0,,8.43,,64,283.52,0.0,0.0,0.0,0.0,0.0,[],[],,{},,,1,AJ,AJ,11,4,72,"{'profit': 110.87, 'offer': [8.43, 64]}",class_b,1
1,013sw1c5,,0,20,20,experiment,Results,2026-01-28 10:04:08.054731,1,,,0.0,Retailer Manager,AJ,ay26ldop,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,0,1.0,12,1,4_B_Retailer_First_Human,1,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",1,Retailer Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,1,Retailer Manager,0.0,-1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,[],[],,{},,,1,AJ,AJ,11,4,63,"{'profit': 110.87, 'offer': [8.43, 64]}",class_b,1
2,slbatsww,,0,20,20,experiment,Results,2026-01-28 10:04:18.358914,1,,,0.0,Supplier Manager,AJ,ay26ldop,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,0,1.0,12,1,4_B_Retailer_First_Human,1,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",2,Supplier Manager,0.0,57.5,60.0,,"{""1"": [[35.0, 25.0], [35.0, 40.0], [40.0, 50.0]], ""2"": [[50.0, 40.0]], ""3"": [[50.0, 40.0]], ""4"": [[42.5, 42.5], [57.5, 60.0]], ""5"": []}","{""1"": 3, ""2"": 1, ""3"": 1, ""4"": 2, ""5"": 1}",1,AJ,AJ,1,2,Supplier Manager,0.0,-1,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,[],[],,{},,,1,AJ,AJ,11,4,63,"{'profit': 110.87, 'offer': [8.43, 64]}",class_b,1
3,079epn2b,,0,20,20,experiment,Results,2026-01-28 10:04:28.840150,1,,,0.0,Retailer,,ay26ldop,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,0,1.0,12,1,4_B_Retailer_First_Human,1,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",3,Retailer,0.0,,,90.0,"{""1"": [80.0], ""2"": [10.0], ""3"": [250.0], ""4"": [210.0], ""5"": [90.0]}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,3,Retailer,0.0,4,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,"[{'idx': 4, 'price': 5, 'quantity': 70, 'stamp': 1769597652, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]","[{'nick': 'Retailer (Me)', 'body': 'i suggest a price of 7'}, {'nick': 'Retailer (Me)', 'body': 'hello?'}]",,{},2026-01-28 11:49:16,,1,AJ,AJ,11,4,63,"{'profit': 110.87, 'offer': [8.43, 64]}",class_b,1
4,rhq4ml0f,,0,20,20,experiment,Results,2026-01-28 10:04:39.298828,1,,,0.0,Supplier,,ay26ldop,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,1,1,10,20,10,-1,0.0,1,300,1,1,0,0,1,0,1.0,12,1,4_B_Retailer_First_Human,1,llama3,Retailer Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",4,Supplier,0.0,,,110.0,"{""1"": [30.0], ""2"": [-360.0], ""3"": [100.0], ""4"": [210.0], ""5"": [110.0]}","{""1"": 1, ""2"": 1, ""3"": 1, ""4"": 1, ""5"": 1}",1,AJ,AJ,1,4,Supplier,0.0,3,1,5.0,,70,,0.0,0.0,0.0,0.0,0.0,0.0,"[{'idx': 4, 'price': 5, 'quantity': 70, 'stamp': 1769597652, 'from_chat': False, 'profit_bot': None, 'profit_user': None, 'test': None}]","[{'nick': 'Retailer', 'body': 'i suggest a price of 7'}, {'nick': 'Retailer', 'body': 'hello?'}]",,{},2026-01-28 11:49:16,,1,AJ,AJ,11,4,63,"{'profit': 110.87, 'offer': [8.43, 64]}",class_b,1
1,xayl5yfa,,0,20,20,experiment,Results,2026-01-28 11:03:12.611274,1,,,0.0,Retailer Manager,HS,9xrx4bac,,,,,0,0,otree,100,0.1,offer_reader_v2,-1,5,3,-1,ped+GlubbomOnEc4,1,1,0,1,10,20,10,-1,0.0,1,300,1,0,1,1,1,0,1.0,12,1,5_A_Supplier_First_AI,0,llama3,Supplier Manager,"['https://ollama1.src-automating.src.surf-hosted.nl', 'https://ollama2.src-automating.src.surf-hosted.nl', 'https://ollama3.src-automating.src.surf-hosted.nl', 'https://ollama4.src-automating.src.surf-hosted.nl', 'https://ollama5.src-automating.src.surf-hosted.nl', 'https://ollama6.src-automating.src.surf-hosted.nl', 'https://ollama7.src-automating.src.surf-hosted.nl']",1,Retailer Manager,0.0,42.5,40.0,,"{""1"": [[35.0, 40.0]], ""2"": [[50.0, 40.0]], ""3"": [[70.0, 40.0], [70.0, 60.0]], ""4"": [[42.5, 40.0]], ""5"": []}","{""1"": 1, ""2"": 1, ""3"": 2, ""4"": 1, ""5"": 1}",1,HS,HS,1,1,Retailer Manager,0.0,-1,0,,,,,-33.24,25.0,20.0,0.24,45.0,-33.24,[],[],,{},,,1,HS,HS,11,3,4,"{'profit': 145.35, 'offer': [7.86, 73]}",class_a,1
